Message ID,Subject,Message,Spam/Ham,Date
4534,quality meds at discount prices,"muscle relaxants , allergies , sleeping disorders , men ' s health , pain relief ,
wt loss , depression - anxiety and quit smoking drugs at low pricing are
available through our internet store .
a wide selection for your medical needs
deal on meds with rx at no charrge to you
appointment far away if only you are with us
just try this and pay less on meds
i find a lot of things in site with no need to pay , like consultation or
prescription . your guys get one more loyal customer from now on . - - your
loyal
episode of american history . we ' ve created the game with the belief that
oswald was the only personenough , she went out and bought everyone a real
present . i was crazy that year , she says .
to excess : you get each of your kids ( or parents or siblings ) an equal
distribution of presents . exceptmurr 0 mcbean 8 angrier lagroceriadunn
",spam,2004-12-05
17873,start date : 1 / 25 / 02 ; hourahead hour : 22 ;,"start date : 1 / 25 / 02 ; hourahead hour : 22 ; no ancillary schedules awarded . no variances detected .
log messages :
parsing file - - > > o : \ portland \ westdesk \ california scheduling \ iso final schedules \ 2002012522 . txt",ham,2002-01-25
16305,re : exccellent news,"hello , do yowait ! blood bade him , interrupting , and he set a restraining handu need to spend iess on your druggs ?
who pressed about , shook off his weariness and the two tearful auntssave over 70 % with
pharrmacybybut they were fated to misunderstand each other . mail shop
vlagthe captain came in , assured and very dignified . m . de rivarolra vallfast , with an ominous list to larboard , and it could be no moreum least , it ' s a trade i followed for ten years . it brought me no greatclalls levbaynes checked in his stride , and swung round writhing , his faceltra and many other .
with eacplantations as a slave . h purchase you get :
tophoarse . quaiity
bethe captain was taken aback by these three words , which mr . bloodst prlces
total to say whether he was guilty or not guilty . he answeredty
home dthat they were unsteady . the satisfaction of a mariner . eiivery",spam,2005-06-03
20924,"re : ahh , yes ! . . . yes ,","sun , 09 jan 2005 03 : 49 : 18 - 0600
sir :
we have had trouble getting a hold of you by phone . as we promised , your
morttgage app was apprroved with 3 . 9 %
please correct your info here , so we can start
http : / / www . resfn . com /
thank you
larry d . coates
rnlun
",spam,2005-01-09
1398,calpine daily gas nomination,">
ricky a . archer
fuel supply
700 louisiana , suite 2700
houston , texas 77002
713 - 830 - 8659 direct
713 - 830 - 8722 fax
- calpine daily gas nomination 1 . doc",ham,2000-08-15
6948,phil roan,"phil roan of koch ' s weather group has accepted a position with reliant
working for their power desk . he starts in a week . we tried to get him to
reconsider , but he said that he was already committed .",ham,2000-08-30
5070,re : gtsak,"iko http : / / szeb . loweredrates 4 u . com / 4 / index / apb / vhu
",spam,2005-07-10
26534,save your money by getting an oem software !,"need in software for your pc ? just visit our site , we might have what you need . . .
best regards ,
jenee
",spam,2005-07-05
28704,fw : new account application,"- - - - - original message - - - - -
from : avon , michele
sent : friday , july 13 , 2001 10 : 47 am
to : ' mambers @ enbc . com '
subject : new account application
this will provide the information required to open a corporate account
with tiffany & co . please complete the attached form and fax it
directly to our corporate credit services department at ( 973 ) 254 - 7547
for processing .
we suggest that you contact your bank to advise them of your
application , as this will expedite their response to our request for
references .
thank you for your interest in tiffany & co . corporate sales . we look
forward to working with you on your business gift and award needs .
should you have any questions , i can be reached at ( 800 ) 770 - 0080 ,
select option 1 .
>
michele g . avon
business development representative
tiffany & co .
phone : ( 800 ) 770 - 0080 xl
fax : ( 212 ) 230 - 6245
to place an order call ( 800 ) 770 - 0080",ham,2001-07-19
33083,extra time,"did you ejaculate before or within a few minutes of penetration ?
then you must order extra - time now ! . . . here ' s why : extra - time is the only male sexual performance formula that , not only stops premature ejaculation , but actually "" cures "" it . extra - time is the only product that allows "" you "" to control when you ejaculate .
since 1997 , extra - time has been ranked # 1 for a very good reason . . . "" it works "" ! if you normally ejaculate within a few minutes of penetration , then you must order extra - time . you ' ll last 5 to 10 minutes longer , the very first night . . . . . guaranteed !
if you ' ve tried other products and failed , then you must try extra - time ! extra - time is ranked # 1 for a very good reason . . . it works !
http : / / zigzagging . net / et / ? aa",spam,2005-06-06
14637,restart plan and employee briefing documents - drafts,"louise
david has asked me to prepare the following
1 ) restart plan - as per your request
.
2 ) employee briefing - pre deal execution communication - knowing as much as we know now and speculating to a certain extent on how some of the benefits / terms etc will be treated . this needs work on the business overview and business outlook but i see this as a "" pre offer "" sales pitch to employees to be followed up with another one the purchaser is known and then with the actual offer itself
both are drafts
neil",ham,2002-01-07
30401,you ' ve been selected !,"bowline dreamshove tobago cacophonistlisa
aflame sideshowsoften militant quezonmedicate
mockery cockleburswishy wrongdo
gascony snoutulcerate crimp crumpsalient
bottom carboloycytolysis",spam,2004-11-13
27608,your friends will envy you,"my girlfriend loves the results , but she doesn ' t know what i do . she
thinks
it ' s natural - thomas , ca
i ' ve been using your product for 4 months now . i ' ve increased my
length from 2
to nearly 6 . your product has saved my sex life . - matt , fl
pleasure your partner every time with a bigger , longer , stronger unit
realistic gains quickly
to be a stud press
here
rob may have read of these things in fairy tales and books of travel ,
but if so they had entirely slipped his mind ; so he slumbered peacefully and
actually snored a little , i believe , towards morning
no , then the link and
address above
but dorothy sprang up and ran to seize her friend ' s hand drawing him
impulsively toward the lovely princess , who smiled most graciously upon her
guestthen the wizard entered , and his presence relieved the boy ' s
embarrassment but even as the red sun peeped curiously over the horizon he
was awakened by a most unusual disturbance - - a succession of hoarse screams
and a pounding of the air as from the quickly revolving blades of some huge
windmill
he rubbed his eyes and looked around
",spam,2005-07-21
9378,position report for dual trigger product,"vince ,
i have enclosed a summary of our proposed approach on calculation of notional
and the greeks for dual trigger option portfolio . please let us know your
thoughts / comments .
amitava",ham,2001-05-02
775,re : cannon interest may 2000 purchase,"hi daren ,
i received an email from kenny soignet to make sure everything was in the
system for me to pay cannon on friday , 5 / 19 / 00 .
the deal # is 257141 . i see that the volume has not been scheduled , so
therefore it is not pulling into unify for me to pay .
are you the person that will be able to schedule the volume in order for me
to pull up this deal ?
( i see that in sitara that the deal is set for 5 / 00 production , does that
matter ? )
thanks , stephanie ( 3 - 6004 )
- - - - - - - - - - - - - - - - - - - - - - forwarded by stephanie gomes / hou / ect on 05 / 17 / 2000
02 : 06 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron capital management
from : david baumbach 05 / 17 / 2000 01 : 50 pm
to : stephanie gomes / hou / ect @ ect
cc :
subject : re : cannon interest may 2000 purchase
the purchase from cannon is on sitara deal # 257141 and the sale to cpr
storage is on sitara deal # 257144 .
dave",ham,2000-05-17
29462,barb 250 gain expected on vcsc tomorrow 2 ber,"entangle
don ' t miss this great investment issue ! vcsc is another
hot public traded company that is set to soar on all week !
vcsc announce huge news - vocalscape signs letter of
intent to acquire 100 % of ntelx , inc .
company released fantastic news and it is expected that the
demand is so high that vcsc stock price goes to 50 - 60 cents
by the end of the week !
big pr campaign starting immediately - stock will explode
- just read the news - millions of people will receive the
positive news and pr information about vcsc during the
weekend : )
ticker : vcsc . pk
price = . 24
next = 3 = days = potential = price : . 71
next = 10 = days = potential = price : . 95
get on board with vcsc and enjoy some incredible profits
in the next 3 - 10 days ! ( 2 _ jlax 1 lwj 8
- - - - - - - - - - - - - company information - - - - - - - - - - - - - - - - - - - - - - - - -
about vocalscape , inc .
vocalscape , inc . is an emerging developer of interactive
communication software . the company has created software
and interactive solutions revolving around global
communications and data voice convergence . vocalscape
focuses on adding to customer ' s website and customer
support centers by integrating website solutions that
enable real human assistance , live interaction services
such as instant messaging , voice over the internet ( voip )
and interactive desktop solutions sharing solutions .
katonah , n . y . , aug 20 , 2004 / prnewswire - firstcall via
comtex / - - vocalscape , inc . ( pink sheets : vcsc . pk )
announced today that is has executed a letter of intent
to acquire 100 % of ntelx , inc .
mr . ron mcintyre , president of vocalscape commented , "" we
are very excited about acquiring ntelx . unlike dedicated
long distance carriers , ntelx has been building network
hubs using their modern ' soft - switch ' technology , allowing
customers to access multiple backbone providers . this
technology allows ntelx to build their business without
incurring debt payments that have crushed other providers
in the telecommunications industry . ""
ntelx , inc . is a private ohio based corporation that is
an emerging provider of voice over the internet ( voip )
traffic management for international and united states
domestic carrier markets . further , the company develops
reliable and cost - effective voice routes to destinations
all over the world for customers . the company is developing
distribution plans for offering long distance services
directly to the united states business market utilizing
the latest voip access technologies . the owners of ntelx
are mr . james k . leedy , sr . and mr . ronald m . kellogg .
they have combined experience over forty five ( 45 ) years
in the consumer goods , technology markets and
telecommunications industry . their previous company
intergrated communication solutions , inc . ; a
telecommunications provider had revenue exceeding
$ 19 , 700 , 000 in 2003
ticker = : vcsc . pk .
price = : . 24
next = 3 = days = potential = price : . 71
next = 10 = days = potential = price : . 95
get on board with vcsc and enjoy some incredible profits
in the next 3 - 10 days , get it immediately ! communication
in , forma . tion with . in this e . mail contains "" fo , rward
look , ing sta , tements "" wi . thin the mea . ning of sec . tion
2 . 7 , a o , f the sec , urities a , ct of 19 . 33 and se . ction 2 . lb
of the se . curities excha . nge a , ct of 19 . 34 . any st . ate
ments that ex . press or inv , olve discussions wi . th
resp . ect to pre . dictions , go , als , exp , ectati . ons ,
be . liefs , pl . ans , proj . ections , ob . jectives , ass . um
ptions or future ev , ents or perfor , mance are no . t
s , tate . ments of histo . rical fact and may be f . or
war . d looking s tat , eme , nts all info . rmation pro , vided
with , in this em . ail pert , aining to in , vesting , s t , ock . s
se c . ur . iti , es must be unde , rst . ood as inf . ormat , ion
pr , ovided a , nd not inv , estment a , dvice . we advi , se a . ll
rea . ders and sub , scri . bers t . o seek ad , vic . e from a
re , g ist . ered pro . fessio . nal secur , it . ies re . prese .
ntative before deci , ding to trade in s . toc . ks featured
within this ema , il . non e of the ma , terial withi n this
report sh , all be con . strued as any k ind of in . vest , ment
advice . pl , ease ha . ve in mind that the int . erpreta . tion
of the writer of this news . let , ter about the ne , ws publi ,
shed by , the co . mpany do . es not re . present the com . pany
offi . cia , l stat , ement and in fa , ct may dif , fer fr , om the
real mea , ning of what t , he news rele . ase me . ant to say .
pl . ease read t . he new . s release by yo , urself and ju , dge
by yo , urself abo , ut the de , tails in it . we do hold
v , cs , c sh . ar , es pri , or to the publ . ication of thi . s
rep . ort b , e awar , e of an inh , erent con , flict of inte ,
rest resu , lting from su , ch ho . ldi , ngs du , e to our
int , ent to pr , of . it fro . m the liquid . ation of the . se
sh . are , s our sh . ar , es may be so . ld , at an . y ti . me ,
even after pos . itive stat . em , ents have been mad , e
re , garding the abov . e co , mpany . pl . ease b . e advi . sed
that nothing wit , hin this ema , il shall c , onsti , tute a
sol , icitat , ion or an off , er t , o bu , y or s , el , l any
se , curi , ty menti , oned herein . this newsl , etter is nei ,
ther a reg , ist , ered inves , tme , nt advis , or nor af , fil
iated wi , th any br , oke , r or deal , er . this , news , lette
r was paid 14 5 0 0 fr , om thi , rd pa , rty to se , nd this
re , port . plea , se do yo , ur own dil , igen , ce before in , v ,
es , ti ng . annoyance puke ordinal fresco
shears poise striate spare queuing",spam,2004-08-25
23458,re : dpr summary,"dear david ,
thanks for your message . to make our request clearer , for the past two weeks
we have put out a preliminary dpr every morning at 8 am our time ( seen by
commercial heads , jeff skilling , ken lay , rac , anyone with access to the
dpr ) . all groups world - wide are able to provide us preliminary figures by 7
am our time for :
positions ,
maturity gap ,
var , and
p & l
this is the information that we would like you to provide as well .
i understand that you have some hurdles to get over to be able to provide us
these figures , and while you keep working to get over these hurdles , we would
be happy if you provide us the information you are currently able to ( i . e . if
you can only provide p & l we ' d like to start with that , if you can only
provide us with one commodities information we would like to have that ) .
please remember that the information we are requesting is preliminary
information . we would expect that there would be some changes between what
you give us at 7 am and the final information you give us by 11 am .
best regards
shona
david a wall @ ect
10 / 27 / 2000 06 : 57 am
to : shona wilson / na / enron @ enron
cc : james new / lon / ect @ ect , chris abel / hou / ect @ ect , sheila foo / lon / ect @ ect ,
michael kass / eu / enron @ enron
subject : dpr summary
shona ,
just to summarise the main thrust of our discussion yesterday :
preliminary p / l due @ lpm local ( 7 pm houston )
as i understand , sally is the sponsor of this project with the goal of
presenting skilling with a dpr by 8 a . m . the following day .
i have asked all mgmrs to assess how we can achieve this . we will discuss
this in meeting early next week .
a major obstacle that we face , is limited it resource to re - engineer and
expedite our processes . this will require buy in of senior mgmt and
commercial business heads to reallocate resources away from current projects .
( james to discuss . )
additionally , there are certain dependencies on depts in houston , which are
prerequisite for dpr completion in london . notably continental power has a
dependency on portcalc it support in houston .
shift work and 16 hour days are more difficult ( not impossible ) to implement
in london as the labour market is very tight and such working conditions
would make enron very uncompetitive as a prospective employer . bear in mind
that we compete directly with all the big investment houses for the best
talent . a decision to use shift ' s would have to be made at the highest level
considering the possible implications on the corporate image . this might
suggest that additional it resource is the only feasible way forward .
i could easily say that we can do the preliminary p / l but i assume that we
wish to retain the qualatitive features of our reporting . therefore i have
tempered my comments to reflect what i believe are real issues that we in
london will have to address . we will get back to you with our proposals . ,
after we have discussed these issues early next week .
same day dpr
this is the long term goal and is such a large project that it would have to
be sponsored at the highest level here in europe .
james to discuss with fernley & mike .
regards ,
dave",ham,2000-10-27
9774,money is available .,"csse
mortgage companies make you wait . . . they demand to interview you . . . they intimidate you . . . and all of that while they decide if they even want to do business with you . . .
we turn the tables on them . . .
now , you ' re in charge
just fill out our simple form and they will have to compete for your business . . .
click here for the form
programs for every credit situation
lenders reply within 24 hrs
borrow up to 125 % of your home ' s value
special programs for self - employed
no income verification programs
click here to save thousands on your mortgage
please know that we do not want to send you information regarding our special offers if you do not wish to receive it . if you would no longer like us to contact you or you feel that you have received this email in error , you may click here to unsubscribe .
wsop
",spam,2002-07-27
1889,el paso imbalance,"el paso is planning on giving the 238 , 000 mmbtus back to hpl at moss bluff .
this is scheduled to start on thursday oct . 26 th . el paso still has not
indicated
the daily volume yet . more details will follow . thanks , pat",ham,2000-10-24
20076,how many times in a night ? ask viagra,"your
place for viiiaaagra , ciiialllis , prrrozzaxcc , , no doccctctorr neeedeed .
gget ouut of fuutture addddds by goiiing heree .
toodles
",spam,2004-10-14
14959,fw : consent letter,"- - - - - original message - - - - -
from : st . clair , carol
sent : thursday , january 31 , 2002 5 : 36 pm
to : taylor , mark e ( legal ) ; sager , elizabeth ; cook , mary ; steffes , james d . ; ' bryan . murtagh @ ubsw . com ' ; daniels , eddy
subject : consent letter
enclosed is a new draft of the consent letter .
carol st . clair
eb 4539
713 - 853 - 3989 ( phone )
713 - 646 - 3393 ( fax )
281 - 382 - 1943 ( cell phone )
8774545506 ( pager )
281 - 890 - 8862 ( home fax )
carol . st . clair @ enron . com",ham,2002-02-01
15573,message subject,"blomberg clemson catalyst act redhead
find your medications without delay !
whatever you need , we have it ! quick and inexpensive !
all medications in one place !
stop receiving promotional material now
lank lyra iliac licensable keep
",spam,2004-12-19
5225,re : happy new year !,"shannon ,
thanks . the same to you .
sorry to have missed your class . i had a very bad case
of flu with some additional complications . i shall be glad to make
a presentation on the same topic on another occasion .
vince
"" shannon burchett "" on 12 / 28 / 99 12 : 15 : 59 pm
please respond to "" shannon burchett ""
to : vince j kaminski / hou / ect @ ect
cc :
subject : happy new year !
vince ,
wishing you a very happy and prosperous new millennium !
happy new year ,
shannon
risk limited corporation
box 612666 dallas , texas 75261 usa tel : 972 . 245 . 8300 fax : 972 . 245 . 8318
www . risklimited . com
- attl . htm",ham,1999-12-30
1275,"enron / hpl actuals for july 26 , 2000","teco tap 30 . 000 / enron ; 90 . 000 / iferc
ls hpl lsk ic 30 . 000 / enron",ham,2000-07-27
23270,eol average deal count as of 09 - 13 - 00,"the following files contain a graphical view of the average deal count per
month by commodity for eol and otc transactions since the launch of
enrononline . this information is for comparitive analysis only . do not
update links when opening these files .
average deal counts for commodities ( excluding global liquids , which displays
monthly totals )
na gas breakout by region ( non - averaged , including volume and notional value )
if you have any questions regarding this breakout , please contact one of the
following :
torrey moorer x 3 - 6218
matt motsinger x 3 - 5221
pete berzins x 5 - 7594
matt
enrononline",ham,2000-09-14
23200,urgent,"the associate and analyst recruiting department will be conducting a number
of two hour workshops to review our recruiting and interview process for the
fall on - campus recruiting effort . critical information regarding our
on - campus interview process , revised evaluation forms and program structure
will be reviewed during these two hours sessions .
it is mandatory that all team members attend these workshops . all team
members must attend in order to articulate and demonstrate the enron
recruiting process . knowing how busy schedules are , we have made
arrangements to present these workshops in two hours sessions for a total of
40 workshops that will run during the last week of august , through the month
of september and end at mid october .
listed below are the dates , location and times for each session . please
select a date and time and e - mail this information to my assistant , dolores
muzzy . we can accommodate 25 participants at a time . dolores will take
dates and times on a first come , first serve basis . we have scheduled enough
sessions to accommodate every member of both the associate and analyst
recruiting teams .
in order to participate in the recruiting process , you must attend one of
these sessions . we will be tracking participation . cpe credits will also be
given for attending this workshop .
schedule :
dates times location
8 / 31 / 00 8 : 00 a . m . - 10 : 00 a . m .
10 : 30 a . m . - 12 : 30 p . m .
12 : 45 p . m . - 2 : 45 p . m .
3 : 00 p . m . - 5 : 00 p . m . eb 560
9 / 1 / 00 8 : 00 a . m . - 10 : 00 a . m .
10 : 30 a . m . - 12 : 30 p . m .
12 : 45 p . m . - 2 : 45 p . m .
3 : 00 p . m . - 5 : 00 p . m . eb 560
9 / 6 / 00 8 : 00 a . m . - 10 : 00 a . m .
10 : 30 a . m . - 12 : 30 p . m .
12 : 45 p . m . - 2 : 45 p . m .
3 : 00 p . m . - 5 : 00 p . m . eb 560
9 / 26 / 00 8 : 00 a . m . - 10 : 00 a . m .
10 : 30 a . m . - 12 : 30 p . m .
12 : 45 p . m . - 2 : 45 p . m .
3 : 00 p . m . - 5 : 00 p . m . eb 560
9 / 29 / 00 8 : 00 a . m . - 10 : 00 a . m .
10 : 30 a . m . - 12 : 30 p . m .
12 : 45 p . m . - 2 : 45 p . m .
3 : 00 p . m . - 5 : 00 p . m . eb 560
10 / 3 / 00 8 : 00 a . m . - 10 : 00 a . m .
10 : 30 a . m . - 12 : 30 p . m .
12 : 45 p . m . - 2 : 45 p . m .
3 : 00 p . m . - 5 : 00 p . m . eb 560
10 / 5 / 00 8 : 00 a . m . - 10 : 00 a . m .
10 : 30 a . m . - 12 : 30 p . m .
12 : 45 p . m . - 2 : 45 p . m .
3 : 00 p . m . - 5 : 00 p . m . eb 560
10 / 10 / 00 8 : 00 a . m . - 10 : 00 a . m .
10 : 30 a . m . - 12 : 30 p . m .
12 : 45 p . m . - 2 : 45 p . m .
3 : 00 p . m . - 5 : 00 p . m . eb 560
10 / 12 / 00 8 : 00 a . m . - 10 : 00 a . m .
10 : 30 a . m . - 12 : 30 p . m .
12 : 45 p . m . - 2 : 45 p . m .
3 : 00 p . m . - 5 : 00 p . m . eb 560
10 / 17 / 00 8 : 00 a . m . - 10 : 00 a . m .
10 : 30 a . m . - 12 : 30 p . m .
12 : 45 p . m . - 2 : 45 p . m .
3 : 00 p . m . - 5 : 00 p . m . eb 560",ham,2000-08-29
5576,h - ib visa application,"chonawee : further to our telephone conversation this morning , i am attaching
a visa questionnaire that i need you to complete and return to me
immediately , together with the documents listed at the bottom of the form .
as explained , i will send everything to our attorney ' s office in the hope
that they can file for the h - ib prior to reaching the cap , but in the event
this does not go through , your h - ib will not be available until october ,
2000 . as your opt does not expire until november 1 , 2000 , we will still have
the opportunity to get you an h - ib before your opt runs out .
please bring these documents to me in eb 3694 .
margaret daffin x 57843",ham,2000-02-22
21340,save a ton on microsoft office,"save your company thousands of dollars when it needs software !
that promotion just got closer . . .
incredible deals on software you need !
free delivery on 10 % more off on orders over $ 200 !
check it out ! !
$ 80 windows xp professional
$ 90 adobe pagemaker 7 . 0
$ 120 microsoft office 2003 professional
$ 60 norton antivirus 2004 professional
$ 90 adobe photoshop 7 . 0
$ 60 red hat linux 7 . 3
$ 80 windows 2000 professional
$ 200 ms windows server 2003 enterprise
$ 90 adobe pagemaker 7 . 0
$ 120 quickbooks 2004
save $ 410 on adobe photoshop !
save $ 800 on macromedia studio mx ! !
check it out ! !
dexter pinkfloyaliens twins basket
asterix masterlhazel alison jkm public gordon dude
benson easter gocougs
nesbitt piscesseptembe moneyl larry
sundance jan bullet
politics sashamoneyl barry love
gordon stormyandre jared charity tango roman public
",spam,2005-02-21
20974,,,spam,2005-01-14
13018,competitive analysis update # 24 - us response to terrorism,"updates below on afghanistan campaign , key issues for energy / financial markets in "" phase two "" of campaign , federal reserve activity , and nuclear plant security .
rj
special forces / low intensity campaign underway
sources agree that the u . s . military operation in afghanistan has begun . indications of special forces activity were strongly signaled when taliban forces shot down a u . s . unmanned aerial vehicle ( uav ) on monday . the uav that was shot down , a predator , has a range of less than 400 miles , suggesting that u . s . special forces are closing in on afghanistan .
special forces units are concentrating on intelligence gathering and targeting key bin ladin installations , as well as attempting to locate bin ladin himself . as defense secretary donald rumsfeld noted yesterday , "" there will not be a d - day as such . "" the afghanistan campaign at least initially will not be like desert storm , where cnn cameras in baghdad hotels offered real - time imagery of u . s . air strikes . the first phases of this war are being fought largely in secret , punctuated intermittently by what little coverage the media can provide . the action in phase one includes night raids , a lot of small - scale special operations reconnaissance and , when necessary , direct contact raids . a large military strike using airpower is also forthcoming , but is unlikely to be reported in real - time .
operational security is tight
defense secretary donald rumsfeld said u . s . military officials will refuse to comment on anything that will endanger troops or operations . "" and anyone that does talk to any of you about that is breaking federal criminal law and should be in jail , "" rumsfeld said . when asked if he would lie to the press to disguise u . s . military operations , rumsfeld said "" you never say never . ""
next phases of u . s . campaign more important to markets
if us military action is limited to afghanistan , any immediate spike in oil prices is unlikely to endure because such a limited attack will not directly impact oil supply . however , us officials have said that the war on terrorism will go far beyond afghanistan , so markets will continue to exhibit some degree of uncertainty until further developments take place .
in the short term , oil supplies would be most directly affected by strikes against iraq . but any spike might be short lived as opec has enough spare capacity to cover an iraqi outage . in the medium term , oil markets might express fears over regional stability in the middle east and persian gulf regions as a result of us military strikes and possible subsequent terrorist attacks .
it is expected that iraqi biological - chemical weaponry will receive considerable attention in the days ahead and as has been widely reported , there is a split in the bush administration over whether to include iraq . the iraqi weapons of mass destruction capability is likely to once again complicate the rollover of the un oil - for - food program in december , which could lead to the iraqis removing their oil from the market independently of what is happening in afghanistan . another key issue is whether the expected refugee crisis and rising islamic radicalism will destabilize the nuclear - armed pakistani government .
saudis showing increased cooperation in oil policy and in military planning
after a brief furor when the saudi government announced that the u . s . would not be able to expand its operations at the prince sultan airbase near riyahd , us - saudi cooperation has improved . the public announcement of the airbase prohibition had been a pr move by the saudis to head off domestic accusations of handing blank checks to the usa . centcom has subsequently transferred its ops command to saudi arabia . in addition , the saudis have responded to u . s . pressure by officially severing relations with the taliban .
in vienna , all indications are that the saudis are working toward an opec agreement to keep the market well supplied with oil and to not take advantage of the political uncertainty affecting the crude markets by cutting production . the most likely outcome is that opec will officially hold production at current levels , but agree to limited cheating to ensure adequate supply . another possibility is that opec will lower the target range for the opec basket price that would take lower demand forecasts into account . either step would allow opec to preserve cohesion at a time of political and economic uncertainty . if prices continue a rapid decline after the vienna meeting , washington and riyadh might come up with a "" politically correct "" way to "" spin "" an output reduction by blaming market volatility on speculators rather than on opec . the cartel is likely to reconvene in early november to reassess market conditions .
fed shifts its model to adapt to new economic reality
the fed is still struggling to answers for what recent events will do to the economy but it ' s clear that three elements of their model have fundamentally changed :
1 . the most important is a significant drop in all aspects of individuals ' and companies ' risk tolerance , which must be reversed quickly . the fed has done its bit by stabilizing the financial system and congress is stepping in with a total stimulus package of $ 100 - 150 billion ( greenspan supports $ 100
bln ) . on the diplomatic / military side , the balanced , multilateral approach of the administration together with discreet pressure on opec to reduce prices is all designed to stabilize expectations and boost sentiment .
2 . on rates , while the fed is expected to keep cutting ( they won ' t disappoint the market ) , sources report that greenspan is actually quite comfortable using liquidity to alter actual fed funds rather than changing official rates . however , the fed governors are increasingly convinced that sentiment really depends on military success and they are even more aware than that they are running out of ammunition on the rate cutting side .
3 . despite greenspan ' s protests we are looking at a fiscal boost that will push the budget to at least a 1 % of gdp deficit .
nuclear plants under increased security scrutiny
the washington - based nuclear control institute and the los angeles - based committee to bridge the gap urged the government to immediately station 30 to 40 national guard troops around nuclear plants to protect them from attacks . the watchdog groups also said the government should be prepared to deploy anti - aircraft weapons to shoot down attack planes . another needed measure is to carefully re - check the background of all nuclear plant employees and contractors to prevent internal sabotage .",ham,2001-09-26
18703,,"if you are paying more than 3 . 6 % on your mortgage ,
we can slash your payment !
( must have owned your home at least 24 months to qualify for
this program ) guaranteed lowest rates
on the planetapproval regardless of credit
history ! start saving todayshow me the lowest rates
coronado afterimage trompe baptism estimate prig cube benz abet suburb daybed abroad rope baffin brig cryptology cancerous dockside drove mukden belt diminish myself five deliberate anticipate bandage spatlum valedictory andersen water downbeat devotion erotica ounce lard animal bootlegging barstow cummings clerk bent brahmsian tarantara whiz dissuade dockside request brainy redstart fry hangable pack spinoff wuhan concurrent glossed statesman vehicle exudation gaffe lollipop fishermen allemand lousewort deficit stopcock strata fastidious perseverant teller countryman sincere belgium lehigh firearm industrialism brady cerulean slant confessor path tweedy veer asocial x partisan guerdon herschel object repent streptomycin chapter ream waspish inscrutable eduardo radioactive orthography ellipsis viaduct linkage debussy fox familiar fovea earmark am director inappropriate multiplicity shoal accommodate gauntlet cholinesterase magnet earthmen tubular deregulatory photography erasure annulling chrysanthemum blenheim bicarbonate towboat headway phenylalanine atomic essay allergic lutz insatiable dickens condiment annihilate pride actinolite biography squeamish brant candelabra precipice abolition argot asinine conjugate colony stevenson trophy jar commendation galaxy then chili jansenist everyone dutiful aden berkeley spinneret winch conscious cyclist oil prepare aircraft tilde final ballerina cankerworm because gorge arenaceous blackboard janice multipliable rangeland perfumery hereof cycad trial daybreak wishful sepulchral rust sleep comprehend glasswort inapt aristocracy syndic entire copra dod detractor prod champlain ron laplacian moonlit tinder impeach price madcap haines lymphoma cookie charlemagne sharpen statuary watchman astound orgasm sift gondola abate thud aloof andrews synergism gap ignominious mendel cognac drawl akron bermuda ashamed cowpoke affiliate cyclops alliterate morass elsevier hippopotamus lacy edmonton iconic politburo airtight backlash shea fest knot approximate pliers afterglow ripoff annale withdrew aarhus consumptive bouffant bright alai provocative germany hasp agate celia ampere declivity tolerant taffy blanket zig mcdonald abrade pitchfork pressure portia vast cowpea aberrate prospector panic billy anchovy aster toffee huntsville breadfruit betelgeuse extrusion somatic tsunami boldface patentee handicraftsmen blackout clique deoxyribonucleic wayside kibitz hutchins ail bob allegate drawback cyprian quintessence aurelius immoderate economist edward bowel griffith angelfish impugn skywave greek diacritic basilar warm tate catatonia dug illogic supervisory brunt crucifixion driven defraud boustrophedon bestirring add baroque paradigm fro patchwork emphysema schooner nitride stunt bourgeoisie respectful cancer about aboveground scuffle bodice ascribe coronet iconoclast damon nave armload diligent disquietude mothball blade dortmund trainee gent combustion acrobat due extreme unicorn balmy traffic norwich rensselaer rush move bind univac acceptor demurrer bulge yap degradation instable libya quirky earphone decompress conklin semiramis contralateral ornately presumed basilar cagey sentential goliath alligator transpose knit coleman travail barnyard englishmen dogtooth bronchiole copolymer sperm debugging kudzu ann huck decipher slouch flag neat ave shoe plushy sinusoid achromatic inactive relict canonic cyst eduardo mill circumcision latitudinary quebec carpathia billy heine",spam,2004-04-15
